39	FRAUD	"CREDIT CARD, THEFT BY USE OF"	SOUTHERN	-122.3916864	37.77976889
40	STOLEN PROPERTY	"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"	SOUTHERN	-122.3916864	37.77976889
41	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	MISSION	-122.4212674	37.74939722
42	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE	MISSION	-122.4195157	37.76342923
43	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	MISSION	-122.4195157	37.76342923
44	BURGLARY	"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY"	NORTHERN	-122.4413014	37.79449355
45	LARCENY/THEFT	"LOST PROPERTY, PETTY THEFT"	CENTRAL	-122.4080832	37.79494059
46	SECONDARY CODES	DOMESTIC VIOLENCE	MISSION	-122.4132977	37.75576479
47	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	MISSION	-122.4132977	37.75576479
48	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	SOUTHERN	-122.4066906	37.78520719
49	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	RICHMOND	-122.5063006	37.78099297
50	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	CENTRAL	-122.4107742	37.80843502
51	NON-CRIMINAL	"AIDED CASE, DOG BITE"	INGLESIDE	-122.4206593	37.73622625
52	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	RICHMOND	-122.4768308	37.77477725
53	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.4042702	37.78447885
54	ASSAULT	BATTERY	SOUTHERN	-122.4090112	37.78113406
55	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE FOR SALE	TENDERLOIN	-122.4138696	37.78186219
56	OTHER OFFENSES	VIOLATION OF MUNICIPAL POLICE CODE	TENDERLOIN	-122.4138696	37.78186219
57	LIQUOR LAWS	POSSESSION OF ALCOHOL BY MINOR	SOUTHERN	-122.4067145	37.78167871
58	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE	SOUTHERN	-122.4067145	37.78167871
59	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	TARAVAL	-122.476962	37.76261958
60	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	TARAVAL	-122.4576112	37.71741089
61	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	BAYVIEW	-122.4039874	37.73180369
62	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE	BAYVIEW	-122.4039874	37.73180369
63	OTHER OFFENSES	RESISTING ARREST	BAYVIEW	-122.4039874	37.73180369
64	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	INGLESIDE	-122.4164461	37.73291625
65	WEAPON LAWS	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN	MISSION	-122.4186003	37.75462559
66	ASSAULT	BATTERY	MISSION	-122.4196718	37.76505012
67	ASSAULT	BATTERY	SOUTHERN	-122.3942784	37.78992484
68	BURGLARY	"BURGLARY, FORCIBLE ENTRY"	BAYVIEW	-122.3884907	37.74067506
69	ASSAULT	BATTERY	RICHMOND	-122.4423866	37.78498352
70	NON-CRIMINAL	LOST PROPERTY	TARAVAL	-122.4756475	37.72852806
71	NON-CRIMINAL	LOST PROPERTY	CENTRAL	-122.40881	37.79857121
72	ASSAULT	THREATS AGAINST LIFE	RICHMOND	-122.4657642	37.78571977
73	ASSAULT	BATTERY	PARK	-122.4544031	37.77381783
74	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	NORTHERN	-122.4223481	37.77786178
75	ASSAULT	BATTERY	SOUTHERN	-122.4085344	37.78203256
76	ASSAULT	BATTERY	SOUTHERN	-122.4097952	37.78003563
77	NON-CRIMINAL	FOUND PROPERTY	CENTRAL	-122.4169708	37.80131783
78	NON-CRIMINAL	FOUND PROPERTY	SOUTHERN	-122.3972343	37.78504587
79	ASSAULT	BATTERY	NORTHERN	-122.4231568	37.79020883
80	NON-CRIMINAL	AIDED CASE	BAYVIEW	-122.3938703	37.72664013
81	ASSAULT	THREATS AGAINST LIFE	MISSION	-122.4107381	37.76752431
82	ASSAULT	BATTERY	NORTHERN	-122.4310464	37.78302957
83	VEHICLE THEFT	STOLEN AUTOMOBILE	BAYVIEW	-122.4008343	37.72921146
84	VEHICLE THEFT	STOLEN TRUCK	PARK	-122.4530789	37.77106114
85	ASSAULT	BATTERY	TENDERLOIN	-122.4080405	37.7864094
86	ASSAULT	BATTERY	NORTHERN	-122.4363282	37.80175154
87	ASSAULT	BATTERY	TENDERLOIN	-122.4160753	37.78444966
88	NON-CRIMINAL	AIDED CASE	NORTHERN	-122.4194569	37.77686172
89	WARRANTS	WARRANT ARREST	INGLESIDE	-122.4398764	37.7164581
90	MISSING PERSON	FOUND PERSON	NORTHERN	-122.4233711	37.77486663
91	VEHICLE THEFT	STOLEN AUTOMOBILE	BAYVIEW	-122.3864009	37.73898349
92	MISSING PERSON	FOUND PERSON	CENTRAL	-122.4170443	37.78959528
93	WEAPON LAWS	POSS OF LOADED FIREARM	MISSION	-122.4186003	37.75462559
94	WEAPON LAWS	"FIREARM, ARMED WHILE POSSESSING CONTROLLED SUBSTANCE"	MISSION	-122.4186003	37.75462559
95	ROBBERY	"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM"	TARAVAL	-122.4754918	37.72683084
96	NON-CRIMINAL	CASE CLOSURE	TARAVAL	-122.4754918	37.72683084
97	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	MISSION	-122.4283554	37.76125771
98	ROBBERY	"ROBBERY, BODILY FORCE"	CENTRAL	-122.4015884	37.79101393
99	NON-CRIMINAL	"CIVIL SIDEWALKS, WARNING"	PARK	-122.449942	37.76967964
100	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	SOUTHERN	-122.4159833	37.77627067
101	ASSAULT	BATTERY	SOUTHERN	-122.4053594	37.78597748
102	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	INGLESIDE	-122.4323099	37.71721156
103	ROBBERY	"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM"	SOUTHERN	-122.40307	37.78526863
104	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE	SOUTHERN	-122.40307	37.78526863
105	OTHER OFFENSES	MISCELLANEOUS STATE FELONY	SOUTHERN	-122.40307	37.78526863
106	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	SOUTHERN	-122.40307	37.78526863
107	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	BAYVIEW	-122.3834286	37.73580342
108	ASSAULT	BATTERY WITH SERIOUS INJURIES	BAYVIEW	-122.3834286	37.73580342
109	VEHICLE THEFT	STOLEN MOTORCYCLE	CENTRAL	-122.4121419	37.79040739
110	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	PARK	-122.4467835	37.7617816
111	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	MISSION	-122.4346591	37.76246277
112	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	MISSION	-122.417477	37.76435775
113	ASSAULT	INFLICT INJURY ON COHABITEE	MISSION	-122.417477	37.76435775
114	OTHER OFFENSES	PAROLE VIOLATION	MISSION	-122.417477	37.76435775
115	ASSAULT	"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"	BAYVIEW	-122.3872476	37.72086924
116	SECONDARY CODES	DOMESTIC VIOLENCE	BAYVIEW	-122.3872476	37.72086924
117	OTHER OFFENSES	TRAFFIC VIOLATION ARREST	SOUTHERN	-122.4119795	37.78090397
118	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.4119795	37.78090397
119	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	TARAVAL	-122.4993676	37.7578873
120	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE	PARK	-122.4552904	37.77092819
121	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE FOR SALE	TENDERLOIN	-122.4142178	37.78325933
122	DRUG/NARCOTIC	LOITERING WHERE NARCOTICS ARE SOLD/USED	TENDERLOIN	-122.4142178	37.78325933
123	NON-CRIMINAL	"STAY AWAY OR COURT ORDER, NON-DV RELATED"	TENDERLOIN	-122.4142178	37.78325933
124	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	RICHMOND	-122.5136421	37.77846922
125	OTHER OFFENSES	"DRIVING, DRAG RACING"	NORTHERN	-122.4321428	37.78049558
126	OTHER OFFENSES	RECKLESS DRIVING	NORTHERN	-122.4321428	37.78049558
127	VEHICLE THEFT	STOLEN AUTOMOBILE	NORTHERN	-122.4482784	37.80427189
128	NON-CRIMINAL	FOUND PROPERTY	BAYVIEW	-122.3819402	37.72510874
129	MISSING PERSON	FOUND PERSON	MISSION	-122.4217477	37.76274366
130	LARCENY/THEFT	GRAND THEFT FROM A BUILDING	BAYVIEW	-122.4013461	37.75264704
131	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	MISSION	-122.4179492	37.76972086
132	MISSING PERSON	FOUND PERSON	CENTRAL	-122.4145769	37.78947681
133	BURGLARY	"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY"	INGLESIDE	-122.4223469	37.74401462
134	WARRANTS	WARRANT ARREST	SOUTHERN	-122.4133885	37.76950065
135	NON-CRIMINAL	FOUND PROPERTY	SOUTHERN	-122.4133885	37.76950065
136	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	CENTRAL	-122.4115188	37.7869409
137	ASSAULT	BATTERY	SOUTHERN	-122.407163	37.77973763
138	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	NORTHERN	-122.4231787	37.7903173
139	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	MISSION	-122.4135019	37.74926529
140	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	RICHMOND	-122.4676302	37.78280117
141	ROBBERY	ATTEMPTED ROBBERY ON THE STREET WITH A GUN	TENDERLOIN	-122.4109792	37.78462543
142	ASSAULT	"FIREARM, DISCHARGING AT OCCUPIED BLDG, VEHICLE, OR AIRCRAFT"	TENDERLOIN	-122.4109792	37.78462543
143	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	BAYVIEW	-122.3879703	37.76566057
144	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	MISSION	-122.4192122	37.76102442
145	BURGLARY	"BURGLARY,RESIDENCE UNDER CONSTRT, ATT. FORCIBLE"	NORTHERN	-122.4402614	37.79601476
146	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	SOUTHERN	-122.411949	37.77298674
147	WARRANTS	WARRANT ARREST	SOUTHERN	-122.411949	37.77298674
148	BURGLARY	"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY"	SOUTHERN	-122.3906458	37.78305498
149	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	BAYVIEW	-122.4004297	37.7421972
150	NON-CRIMINAL	LOST PROPERTY	BAYVIEW	-122.3955359	37.72063081
151	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	CENTRAL	-122.4145769	37.78947681
152	MISSING PERSON	MISSING ADULT	MISSION	-122.4173614	37.75309274
153	MISSING PERSON	FOUND PERSON	MISSION	-122.4173614	37.75309274
154	ROBBERY	"ROBBERY, BODILY FORCE"	CENTRAL	-122.4050432	37.78776539
155	VANDALISM	"MALICIOUS MISCHIEF, BREAKING WINDOWS"	CENTRAL	-122.4167337	37.79101066
156	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	PARK	-122.4476885	37.7737323
157	TRESPASS	TRESPASSING	SOUTHERN	-122.4034048	37.77542071
158	ASSAULT	BATTERY OF A POLICE OFFICER	NORTHERN	-122.4191263	37.78698496
159	OTHER OFFENSES	RESISTING ARREST	NORTHERN	-122.4191263	37.78698496
160	WARRANTS	WARRANT ARREST	NORTHERN	-122.4191263	37.78698496
161	VEHICLE THEFT	STOLEN TRUCK	NORTHERN	-122.4236828	37.79620462
162	SECONDARY CODES	DOMESTIC VIOLENCE	NORTHERN	-122.4236828	37.79620462
163	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	RICHMOND	-122.4662047	37.77254054
164	OTHER OFFENSES	RESISTING ARREST	BAYVIEW	-122.390417	37.73559261
165	LARCENY/THEFT	PETTY THEFT OF PROPERTY	MISSION	-122.423877	37.7635693
166	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	TENDERLOIN	-122.4148505	37.78560876
167	ASSAULT	BATTERY	SOUTHERN	-122.404957	37.78511786
168	ROBBERY	"ROBBERY, BODILY FORCE"	INGLESIDE	-122.4316905	37.71577283
169	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE	INGLESIDE	-122.4316905	37.71577283
170	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE	TARAVAL	-122.4728759	37.71331778
171	ASSAULT	FALSE IMPRISONMENT	TARAVAL	-122.4728759	37.71331778
172	ASSAULT	INFLICT INJURY ON COHABITEE	TARAVAL	-122.4728759	37.71331778
173	TRESPASS	TRESPASSING	SOUTHERN	-122.391913	37.77465711
174	WEAPON LAWS	TAMPERING WITH MARKS ON FIREARM	MISSION	-122.4065391	37.75648641
175	BURGLARY	"BURGLARY, VEHICLE (ARREST MADE)"	CENTRAL	-122.4176385	37.7954904
176	WARRANTS	WARRANT ARREST	CENTRAL	-122.4176385	37.7954904
177	LARCENY/THEFT	GRAND THEFT FROM A BUILDING	MISSION	-122.4202662	37.76670205
178	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	MISSION	-122.4232146	37.75434742
179	ASSAULT	BATTERY	MISSION	-122.4361153	37.76082284
180	"SEX OFFENSES, FORCIBLE"	SODOMY (ADULT VICTIM)	MISSION	-122.4361153	37.76082284
181	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	TENDERLOIN	-122.4159106	37.78399992
182	ARSON	ARSON OF A VEHICLE	SOUTHERN	-122.4097952	37.78003563
183	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	TENDERLOIN	-122.414243	37.78372403
184	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	TENDERLOIN	-122.414243	37.78372403
185	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	MISSION	-122.4218864	37.76491789
186	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF	TARAVAL	-122.5050052	37.75479963
187	STOLEN PROPERTY	"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"	TARAVAL	-122.5050052	37.75479963
188	OTHER OFFENSES	PROBATION VIOLATION	TARAVAL	-122.5050052	37.75479963
189	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS	TARAVAL	-122.5050052	37.75479963
190	ASSAULT	BATTERY	TENDERLOIN	-122.4095237	37.7857603
191	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	SOUTHERN	-122.4020702	37.78871987
192	RUNAWAY	RUNAWAY	SOUTHERN	-122.4020702	37.78871987
193	MISSING PERSON	FOUND PERSON	SOUTHERN	-122.4020702	37.78871987
194	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO	TARAVAL	-122.4722165	37.7403839
195	ASSAULT	FALSE IMPRISONMENT	INGLESIDE	-122.4208641	37.71219983
196	ASSAULT	INFLICT INJURY ON COHABITEE	INGLESIDE	-122.4208641	37.71219983
197	ASSAULT	THREATS AGAINST LIFE	INGLESIDE	-122.4208641	37.71219983
198	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	BAYVIEW	-122.4050336	37.73436936
199	NON-CRIMINAL	AIDED CASE	BAYVIEW	-122.391397	37.77235097
200	BURGLARY	"BURGLARY, HOT PROWL, UNLAWFUL ENTRY"	SOUTHERN	-122.3930926	37.78233597
201	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	CENTRAL	-122.4100789	37.79649324
202	OTHER OFFENSES	TRAFFIC VIOLATION ARREST	CENTRAL	-122.4100789	37.79649324
203	OTHER OFFENSES	TRAFFIC VIOLATION	CENTRAL	-122.4100789	37.79649324
204	SECONDARY CODES	DOMESTIC VIOLENCE	BAYVIEW	-122.3951069	37.75663058
205	ASSAULT	THREATS AGAINST LIFE	BAYVIEW	-122.3951069	37.75663058
206	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	SOUTHERN	-122.4038872	37.76917149
207	BURGLARY	"BURGLARY, HOT PROWL, UNLAWFUL ENTRY"	TARAVAL	-122.474467	37.75524726
208	ROBBERY	ROBBERY ON THE STREET WITH A KNIFE	BAYVIEW	-122.3916487	37.73628979
209	ASSAULT	"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"	TARAVAL	-122.5066007	37.75569999
210	ASSAULT	THREATS AGAINST LIFE	TARAVAL	-122.5066007	37.75569999
211	ASSAULT	THREATS AGAINST LIFE	INGLESIDE	-122.4327618	37.72743882
212	LARCENY/THEFT	"LOST PROPERTY, PETTY THEFT"	INGLESIDE	-122.4327618	37.72743882
213	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	INGLESIDE	-122.4327618	37.72743882
214	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	SOUTHERN	-122.4115385	37.77186442
215	VEHICLE THEFT	STOLEN AUTOMOBILE	MISSION	-122.4134496	37.75736378
216	MISSING PERSON	MISSING ADULT	INGLESIDE	-122.4141932	37.73533106
217	MISSING PERSON	FOUND PERSON	INGLESIDE	-122.4141932	37.73533106
218	NON-CRIMINAL	FOUND PROPERTY	MISSION	-122.4217477	37.76274366
219	VEHICLE THEFT	STOLEN MOTORCYCLE	NORTHERN	-122.4289097	37.78953369
220	DISORDERLY CONDUCT	COMMITTING PUBLIC NUISANCE	NORTHERN	-122.4200567	37.783413
221	TRESPASS	LODGING WITHOUT PERMISSION	NORTHERN	-122.4200567	37.783413
222	"SEX OFFENSES, FORCIBLE"	"FORCIBLE RAPE, BODILY FORCE"	MISSION	-122.4065391	37.75648641
223	ASSAULT	BATTERY	CENTRAL	-122.3983835	37.79430355
224	VEHICLE THEFT	STOLEN AUTOMOBILE	INGLESIDE	-122.439681	37.73274707
225	OTHER OFFENSES	TRAFFIC VIOLATION ARREST	SOUTHERN	-122.4034048	37.77542071
226	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.4034048	37.77542071
227	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF	SOUTHERN	-122.4075322	37.77819422
228	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF	BAYVIEW	-122.3924474	37.7462755
229	VEHICLE THEFT	STOLEN TRUCK	INGLESIDE	-122.4426999	37.71799759
230	ASSAULT	BATTERY	MISSION	-122.4134496	37.75736378
231	VANDALISM	DAMAGE TO FIRE ALARM APPARATUS	SOUTHERN	-122.4040947	37.78725609
232	VEHICLE THEFT	STOLEN MOTORCYCLE	BAYVIEW	-122.400624	37.76553569
233	BURGLARY	"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY"	TARAVAL	-122.4770006	37.75427182
234	NON-CRIMINAL	"DEATH REPORT, CAUSE UNKNOWN"	BAYVIEW	-122.3922973	37.72147082
235	VEHICLE THEFT	STOLEN TRUCK	INGLESIDE	-122.4378103	37.70933774
236	LARCENY/THEFT	GRAND THEFT FROM PERSON	NORTHERN	-122.4426497	37.79899925
237	MISSING PERSON	MISSING ADULT	PARK	-122.4543301	37.76815301
238	MISSING PERSON	FOUND PERSON	PARK	-122.4543301	37.76815301
239	VEHICLE THEFT	STOLEN AUTOMOBILE	BAYVIEW	-122.3872348	37.71940083
240	ASSAULT	BATTERY	SOUTHERN	-122.3958859	37.79343959
241	BURGLARY	"BURGLARY OF STORE, UNLAWFUL ENTRY"	CENTRAL	-122.4107742	37.80843502
242	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	INGLESIDE	-122.4315705	37.73310921
243	WARRANTS	WARRANT ARREST	INGLESIDE	-122.4315705	37.73310921
244	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	INGLESIDE	-122.4315705	37.73310921
245	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.4087106	37.78097067
246	BURGLARY	"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"	NORTHERN	-122.4287532	37.79747621
247	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	SOUTHERN	-122.406482	37.78273179
248	ASSAULT	BATTERY	MISSION	-122.4199834	37.76827268
249	OTHER OFFENSES	RESISTING ARREST	MISSION	-122.4199834	37.76827268
250	WARRANTS	WARRANT ARREST	MISSION	-122.4199834	37.76827268
251	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	MISSION	-122.4211185	37.75690115
252	"SEX OFFENSES, FORCIBLE"	ASSAULT TO COMMIT MAYHEM OR SPECIFIC SEX OFFENSES	MISSION	-122.4211185	37.75690115
253	OTHER OFFENSES	PAROLE VIOLATION	MISSION	-122.4211185	37.75690115
254	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	RICHMOND	-122.4642799	37.7800333
255	ASSAULT	INFLICT INJURY ON COHABITEE	BAYVIEW	-122.3875278	37.73305497
256	ASSAULT	THREATS AGAINST LIFE	BAYVIEW	-122.3875278	37.73305497
257	BURGLARY	"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"	NORTHERN	-122.4387586	37.80194181
258	NON-CRIMINAL	FOUND PROPERTY	RICHMOND	-122.4702951	37.77599428
259	VANDALISM	DAMAGE TO FIRE ALARM APPARATUS	CENTRAL	-122.3982172	37.79348665
260	OTHER OFFENSES	VIOLATION OF STAY AWAY ORDER	CENTRAL	-122.4098351	37.79934018
261	ASSAULT	BATTERY	TENDERLOIN	-122.4159106	37.78399992
262	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	RICHMOND	-122.4363341	37.78864463
263	OTHER OFFENSES	TRAFFIC VIOLATION	CENTRAL	-122.408231	37.78735949
264	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	RICHMOND	-122.4642799	37.7800333
265	BURGLARY	"BURGLARY, FORCIBLE ENTRY"	BAYVIEW	-122.3950875	37.74667834
266	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.4040716	37.77727419
267	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	PARK	-122.4543301	37.76815301
268	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	NORTHERN	-122.418382	37.78325838
269	FRAUD	DEFRAUDING AN INNKEEPER	CENTRAL	-122.4086877	37.79002128
270	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE	CENTRAL	-122.4190672	37.80733393
271	ASSAULT	BATTERY WITH SERIOUS INJURIES	CENTRAL	-122.4190672	37.80733393
272	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	PARK	-122.4506695	37.76565367
273	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.3972512	37.77898035
274	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	PARK	-122.4527584	37.76544332
275	BURGLARY	"BURGLARY, UNLAWFUL ENTRY"	NORTHERN	-122.4350721	37.7991085
276	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	SOUTHERN	-122.4085345	37.77129067
277	VEHICLE THEFT	STOLEN TRUCK	INGLESIDE	-122.4371478	37.73655101
